Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
4/13/16,183.4512559,184.4261231,183.3094546,184.3374939,96336400,13,2,15,4,2016
4/14/16,184.3994991,184.869204,183.9829663,184.3463135,65212900,14,3,15,4,2016
4/15/16,184.3463633,184.4881646,183.8057576,184.1425323,75761600,15,4,15,4,2016
4/18/16,184.1425034,185.4718602,183.4512389,185.4364166,82531000,18,0,16,4,2016
4/19/16,185.8795592,186.2872211,185.1705662,186.021347,88316100,19,1,16,4,2016
4/20/16,186.0656341,186.9252859,185.5693431,186.1985779,81100300,20,2,16,4,2016
4/21/16,186.2163271,186.3315424,184.9135562,185.1971588,85695000,21,3,16,4,2016
4/22/16,184.8249405,185.4807479,184.2577487,185.1971588,99251700,22,4,16,4,2016
4/25/16,184.5678784,184.9223816,183.9297861,184.878067,66166500,25,0,17,4,2016
4/26/16,185.2591305,185.6845343,184.6564953,185.1527863,75864200,26,1,17,4,2016
4/27/16,184.753981,185.9415363,184.3817628,185.5338745,77329400,27,2,17,4,2016
4/28/16,184.7451608,185.8972593,183.415804,183.8500519,97216200,28,3,17,4,2016
4/29/16,183.2031152,183.566476,181.7053708,182.8574829,142424100,29,4,17,4,2016
5/2/16,183.3803301,184.4969849,182.9283537,184.3108826,62188000,2,0,18,5,2016
5/3/16,183.0258333,183.2739788,181.9268935,182.7067871,106422100,3,1,18,5,2016
5/4/16,181.6699376,182.4321028,181.1647754,181.6876526,92243800,4,2,18,5,2016
5/5/16,182.1750377,182.5472559,181.2090418,181.6521606,67619200,5,3,18,5,2016
5/6/16,180.8456756,182.3611481,180.6861593,182.3168335,89315000,6,4,18,5,2016
5/9/16,182.1839097,182.9194752,181.9977938,182.4674988,74374900,9,0,19,5,2016
5/10/16,183.2030492,184.7539651,183.1321486,184.7362366,77472200,10,1,19,5,2016
5/11/16,184.2576856,184.8160061,183.0080872,183.0080872,81727000,11,2,19,5,2016
5/12/16,183.7082138,183.8854722,182.006639,183.061264,89586300,12,3,19,5,2016
5/13/16,182.7511048,183.327154,181.129288,181.4660492,96474600,13,4,19,5,2016
5/16/16,181.6432952,183.7525318,181.581252,183.2562408,77486800,16,0,20,5,2016
5/17/16,182.9726656,183.2739832,180.9963455,181.5458221,114924900,17,1,20,5,2016
5/18/16,181.1824662,182.8308691,180.4646157,181.598999,120062100,18,2,20,5,2016
5/19/16,180.8456996,181.27109,179.7113162,180.9697723,115430500,19,3,20,5,2016
5/20/16,181.6078293,182.6535969,181.5546573,182.1129913,104990400,20,4,20,5,2016
5/23/16,182.1307287,182.4231888,181.6698948,181.8648682,58682600,23,0,21,5,2016
5/24/16,182.7156427,184.5501614,182.6890567,184.2222443,93537800,24,1,21,5,2016
5/25/16,184.9312267,185.9060936,184.2222338,185.4718323,76621400,25,2,21,5,2016
5/26/16,185.6136841,185.8529722,185.1971512,185.5250549,55280700,26,3,21,5,2016
5/27/16,185.6934427,186.3315351,185.6402706,186.3226776,64211200,27,4,21,5,2016
5/31/16,186.606232,186.7214472,185.3832194,185.9681396,109879400,31,1,22,5,2016
6/1/16,185.3300311,186.535315,185.1262002,186.3492126,69936200,1,2,22,6,2016
6/2/16,185.9327182,186.9341579,185.4364272,186.9164429,63044700,2,3,22,6,2016
6/3/16,186.331492,186.7214387,185.099622,186.358078,101757100,3,4,22,6,2016
6/6/16,186.7303185,187.6785995,186.5619311,187.3063812,64887000,6,0,23,6,2016
6/7/16,187.4658704,188.1837208,187.4392844,187.5988007,60974800,7,1,23,6,2016
6/8/16,187.7406374,188.3432862,187.6077071,188.2103424,66170900,8,2,23,6,2016
6/9/16,187.4481461,188.0773809,187.164557,187.9533081,73786900,9,3,23,6,2016
6/10/16,186.5176599,186.8721497,185.6048223,186.1720276,113829200,10,4,23,6,2016
6/13/16,185.5427161,186.4378112,184.6476209,184.7362366,117751200,13,0,24,6,2016
6/14/16,184.3375118,184.9933328,183.380373,184.3729553,125059300,14,1,24,6,2016
6/15/16,184.3729393,185.5427799,183.9209628,184.1159363,109124500,15,2,24,6,2016
6/16/16,184.1159573,184.842679,182.2016798,184.6654205,149533100,16,3,24,6,2016
6/17/16,184.5566754,184.5833997,183.291675,183.9776306,117055700,17,4,24,6,2016
6/20/16,186.0265672,186.73033,185.073355,185.1624451,82789600,20,0,25,6,2016
6/21/16,185.5633313,186.1156518,185.1000874,185.6880493,72461700,21,1,25,6,2016
6/22/16,185.8751171,186.632342,185.2337065,185.3851624,95560500,22,2,25,6,2016
6/23/16,186.9085156,187.8528108,186.4274645,187.7993622,102731400,23,3,25,6,2016
6/24/16,181.4030937,187.8350071,180.59242,181.0556641,333444400,24,4,25,6,2016
6/27/16,179.5857643,179.5946815,176.9666731,177.8129883,230775800,27,0,26,6,2016
6/28/16,179.4877623,181.0467438,179.167057,181.0200195,159382400,28,1,26,6,2016
6/29/16,182.4810087,184.3428747,182.3741114,184.102356,137328600,29,2,26,6,2016
6/30/16,184.5923055,186.6679658,184.0132471,186.6145172,165021900,30,3,26,6,2016
7/1/16,186.6145561,187.5143199,186.445293,187.0065308,106055300,1,4,26,7,2016
7/5/16,186.1423976,186.258212,185.0377565,185.6613464,109803700,5,1,27,7,2016
7/6/16,185.1446666,186.8996356,184.4587108,186.7749176,96021500,6,2,27,7,2016
7/7/16,186.9619422,187.6568013,185.8573012,186.6590576,85593800,7,3,27,7,2016
7/8/16,188.0131759,189.6968755,187.7726436,189.4385223,133971000,8,4,27,7,2016
7/11/16,189.919543,190.7034922,189.705735,190.1066132,73633900,11,0,28,7,2016
7/12/16,191.1133491,191.7993048,190.1334122,191.4875031,101275600,12,1,28,7,2016
7/13/16,191.9239831,191.9328867,190.9529637,191.4607391,87324100,13,2,28,7,2016
7/14/16,192.7792059,193.0197383,192.1199881,192.5297699,91230900,14,3,28,7,2016
7/15/16,193.1177096,193.3226005,191.8081641,192.2714081,107155400,15,4,28,7,2016
7/18/16,192.396157,192.9573948,192.1289003,192.7881317,58725900,18,0,29,7,2016
7/19/16,192.3516154,192.6277757,192.0932759,192.5921478,54345700,19,1,29,7,2016
7/20/16,192.5921339,193.6433263,192.5921339,193.3938904,58159500,20,2,29,7,2016
7/21/16,193.2780774,193.5096926,192.2001471,192.6633911,67777300,21,3,29,7,2016
7/22/16,192.7880921,193.580945,192.5119319,193.5274963,62787500,22,4,29,7,2016
7/25/16,193.3137244,193.367173,192.3961534,193.0019226,55873100,25,0,30,7,2016
7/26/16,192.8949703,193.4651115,192.2090148,193.0909576,70080500,26,1,30,7,2016
7/27/16,193.4829893,193.5542587,192.0843535,192.8861237,84083900,27,2,30,7,2016
7/28/16,192.6811791,193.4116797,192.200128,193.1087952,65035700,28,3,30,7,2016
7/29/16,192.8326753,193.7947777,192.5386943,193.4206238,79519400,29,4,30,7,2016
8/1/16,193.4829961,193.892778,192.7881368,193.2602844,73311400,1,0,31,8,2016
8/2/16,193.0019417,193.1623012,191.1489924,192.0220184,92295500,2,1,31,8,2016
8/3/16,191.9596315,192.6455872,191.6478433,192.5832214,53993600,3,2,31,8,2016
8/4/16,192.6990416,193.1177406,190.8638996,192.7881317,46585500,4,3,31,8,2016
8/5/16,192.7880949,194.4094285,192.7880949,194.3648834,71892200,5,4,31,8,2016
8/8/16,194.5609032,194.667814,193.9729547,194.249115,39906500,8,0,32,8,2016
8/9/16,194.320352,194.881576,194.026371,194.3648834,51251700,9,1,32,8,2016
8/10/16,194.4807463,194.5609192,193.5186302,193.8838806,57941100,10,2,32,8,2016
8/11/16,194.4361855,195.0419683,194.1600252,194.7836151,72504300,11,3,32,8,2016
8/12/16,194.4629087,194.8370763,194.1956656,194.6143646,61313500,12,4,32,8,2016
8/15/16,194.997401,195.540818,194.9884975,195.1755676,49813500,15,0,33,8,2016
8/16/16,194.7390407,194.8102965,194.1688995,194.1688995,53213600,16,1,33,8,2016
8/17/16,194.2045555,194.6767031,193.3315297,194.5341644,75134300,17,2,33,8,2016
8/18/16,194.5074743,195.0063463,194.3916734,194.9707184,52989300,18,3,33,8,2016
8/19/16,194.4807322,194.8727069,193.9729567,194.6856232,75443000,19,4,33,8,2016
8/22/16,194.4361796,194.9172444,194.0531221,194.676712,61368800,22,0,34,8,2016
8/23/16,195.3180699,195.6298716,195.0062683,195.068634,53399200,23,1,34,8,2016
8/24/16,194.917209,195.0152027,193.6343879,194.0709076,71728900,24,2,34,8,2016
8/25/16,193.6700754,194.3738519,193.5097295,193.9373322,69224800,25,3,34,8,2016
8/26/16,194.133305,195.2023183,192.6455927,193.5720673,122506300,26,4,34,8,2016
8/29/16,193.7056913,194.8014288,193.6700498,194.5252686,70502200,29,0,35,8,2016
8/30/16,194.4361593,194.7301403,193.6254993,194.2045441,58114500,30,1,35,8,2016
8/31/16,193.8571278,193.9818458,192.8415633,193.6522369,85269500,31,2,35,8,2016
9/1/16,193.6433121,193.9640174,192.4495809,193.6611328,97844200,1,3,35,9,2016
9/2/16,194.5519852,194.9795877,193.9372988,194.5341644,79293900,2,4,35,9,2016
9/6/16,194.8281199,195.2022737,194.0798121,195.1221008,56702100,6,1,36,9,2016
9/7/16,194.952882,195.2914081,194.4718308,195.1043243,76554900,7,2,36,9,2016
9/8/16,194.7568987,195.0419762,194.3381997,194.658905,74102900,8,3,36,9,2016
9/9/16,193.2870129,193.3404616,189.9730621,189.9997864,221589100,9,4,36,9,2016
9/12/16,189.2068674,193.1444069,189.1355981,192.725708,168110900,12,0,37,9,2016
9/13/16,191.389479,191.6656393,189.3049012,189.9552155,182828800,13,1,37,9,2016
9/14/16,190.0086596,191.2647566,189.3048968,189.8839417,134185500,14,2,37,9,2016
9/15/16,189.7147216,192.1823572,189.5276378,191.7814789,134427900,15,3,37,9,2016
9/16/16,191.1385582,191.326587,190.3238033,191.0400696,155236400,16,4,37,9,2016
9/19/16,191.720609,192.3921191,190.7357221,191.0759583,80250500,19,0,38,9,2016
9/20/16,191.9712674,192.1324233,191.0490615,191.0848694,69665300,20,1,38,9,2016
9/21/16,191.819115,193.4217798,191.1028348,193.2337646,110284400,21,2,38,9,2016
9/22/16,194.2902297,194.7647623,194.0305851,194.4513855,76678700,22,3,38,9,2016
9/23/16,194.0395245,194.1827833,193.2874366,193.3859253,73630900,23,4,38,9,2016
9/26/16,192.5174459,192.705461,191.613137,191.8190765,89827300,26,0,39,9,2016
9/27/16,191.6489721,193.108378,191.2639659,193.009903,78494800,27,1,39,9,2016
9/28/16,193.2426365,194.1290345,192.2398528,193.967865,87411000,28,2,39,9,2016
9/29/16,193.7530254,194.1738395,191.6400066,192.213028,128070600,29,3,39,9,2016
9/30/16,193.0814991,194.3976598,192.8218546,193.6634827,117202900,30,4,39,9,2016
10/3/16,193.2336975,193.4306612,192.5353146,193.197876,83512100,3,0,40,10,2016
10/4/16,193.3143143,193.5470995,191.5952502,192.213028,119948100,4,1,40,10,2016
10/5/16,192.866667,193.5113178,192.7950376,193.0636444,72816000,5,2,40,10,2016
10/6/16,192.8307806,193.4306612,192.2667216,193.197876,62927400,6,3,40,10,2016
10/7/16,193.4844336,193.6635002,191.7743181,192.5353546,89788300,7,4,40,10,2016
10/10/16,193.538147,194.0216282,193.3859397,193.538147,51855000,10,0,41,10,2016
10/11/16,193.0904283,193.1620577,190.3327595,191.0937958,130367400,11,1,41,10,2016
10/12/16,191.2370621,191.8906749,190.7177594,191.3445129,73866100,12,2,41,10,2016
10/13/16,189.9567674,191.2371067,189.1061908,190.717804,101357000,13,3,41,10,2016
10/14/16,191.7384749,192.2219697,190.735691,190.8162689,93346200,14,4,41,10,2016
10/17/16,190.7894361,191.0580429,189.9657187,190.1537476,58275700,17,0,42,10,2016
10/18/16,191.8190455,191.8817127,190.9505583,191.3445129,76869700,18,1,42,10,2016
10/19/16,191.6221037,192.1772143,191.2460597,191.8548889,66519200,19,2,42,10,2016
10/20/16,191.4877724,192.0787044,190.8073139,191.4967346,73639800,20,3,42,10,2016
10/21/16,191.4967772,191.6758439,190.4939795,191.5863037,89089100,21,4,42,10,2016
10/24/16,192.4994896,192.7860071,192.0339056,192.401001,60146600,24,0,43,10,2016
10/25/16,192.2130306,192.4816374,191.5862906,191.7564087,66542300,25,1,43,10,2016
10/26/16,190.8968511,191.9802128,190.6461415,191.3713837,75705500,26,2,43,10,2016
10/27/16,192.1234649,192.1592727,190.780445,190.8610229,77220200,27,3,43,10,2016
10/28/16,190.8341647,191.5414825,189.5538257,190.2969513,140623200,28,4,43,10,2016
10/31/16,190.6461153,190.8789141,190.1357749,190.3058929,61272500,31,0,44,10,2016
11/1/16,190.6461575,190.6998897,187.6646651,188.9270935,122781800,1,1,44,11,2016
11/2/16,188.6047483,189.0076652,187.3333578,187.7899933,103330800,2,2,44,11,2016
11/3/16,188.0138258,188.2376624,186.6439466,186.9304504,88939300,3,3,44,11,2016
11/4/16,187.0468431,187.9242789,186.5723106,186.7245178,109122100,4,4,44,11,2016
11/7/16,186.7245083,190.8789154,186.7245083,190.8430939,109794900,7,0,45,11,2016
11/8/16,190.431307,192.2936299,190.1537517,191.7026978,106772100,8,1,45,11,2016
11/9/16,190.1447737,194.3797734,190.1179144,193.7351227,258429000,9,2,45,11,2016
11/10/16,194.5588488,195.4631441,192.6965259,194.2186127,172113300,10,3,45,11,2016
11/11/16,193.46649,194.0216005,192.7860315,193.7709045,100552700,11,4,45,11,2016
11/14/16,194.3171115,194.5319997,193.1442094,193.9231567,94580000,14,0,46,11,2016
11/15/16,194.3260141,195.4362488,194.1111397,195.4362488,91652600,15,1,46,11,2016
11/16/16,194.7915823,195.310885,194.6662344,195.0691376,65617700,16,2,46,11,2016
11/17/16,195.2303476,196.1346429,195.1139482,196.0719757,69797200,17,3,46,11,2016
11/18/16,196.1435939,196.3226605,195.4452109,195.6332397,86265800,18,4,46,11,2016
11/21/16,196.2331293,197.1374245,196.080922,197.1105652,72402600,21,0,47,11,2016
11/22/16,197.4328941,197.6835901,196.7345248,197.495575,67429000,22,1,47,11,2016
11/23/16,196.9583462,197.6567154,196.7524203,197.6029968,56620200,23,2,47,11,2016
11/25/16,197.9611143,198.3729661,197.8805227,198.3371582,37872300,25,4,47,11,2016
11/28/16,198.0148639,198.3013677,197.2985839,197.4060211,76572500,28,0,48,11,2016
11/29/16,197.441831,198.2655482,197.1284542,197.7910156,69886700,29,1,48,11,2016
11/30/16,198.4356965,198.6058145,197.2538322,197.3165131,113291800,30,2,48,11,2016
12/1/16,197.6298392,197.6298392,196.21519,196.5912476,79040500,1,3,48,12,2016
12/2/16,196.6807945,197.2000972,196.3136991,196.689743,74840300,2,4,48,12,2016
12/5/16,197.5582053,198.2297152,197.3522794,197.871582,67837800,5,0,49,12,2016
12/6/16,198.068559,198.534143,197.5671672,198.4983215,59877400,6,1,49,12,2016
12/7/16,198.3371645,201.1575005,198.2118165,201.0948334,110738100,7,2,49,12,2016
12/8/16,201.0680065,202.0797389,200.7904375,201.5872955,99714400,8,3,49,12,2016
12/9/16,201.8201194,202.8229034,201.7842979,202.8049927,88005800,9,4,49,12,2016
12/12/16,202.7064401,203.2078456,202.1334189,202.5721436,102016100,12,0,50,12,2016
12/13/16,203.2615704,204.4434207,203.2436596,203.924118,110477500,13,1,50,12,2016
12/14/16,203.6107697,204.3449468,201.784255,202.2408905,142501800,14,2,50,12,2016
12/15/16,202.4915928,203.9689092,202.2498454,203.0735626,124972600,15,3,50,12,2016
12/16/16,203.5499979,203.6130481,202.3431652,202.6763916,156420200,16,4,50,12,2016
12/19/16,202.8655632,203.5590475,202.7124588,203.1177368,90341100,19,0,51,12,2016
12/20/16,203.6761196,204.0543938,203.432961,203.9012756,89838800,20,1,51,12,2016
12/21/16,203.7661121,203.946234,203.3338165,203.3338165,67909000,21,2,51,12,2016
12/22/16,203.1807739,203.3068607,202.5683424,202.9826355,56219100,22,3,51,12,2016
12/23/16,203.0276284,203.288817,202.8295037,203.2798157,36697800,23,4,51,12,2016
12/27/16,203.5589932,204.1984284,203.5409769,203.7841492,42672500,27,1,52,12,2016
12/28/16,204.0543875,204.0723901,201.9829496,202.1000214,64095000,28,2,52,12,2016
12/29/16,202.1720339,202.541293,201.5956352,202.0549622,48696100,29,3,52,12,2016
12/30/16,202.3971979,202.4872658,200.5959502,201.316452,108998300,30,4,52,12,2016
1/3/17,202.6763706,203.3878711,201.6316574,202.8565063,91366500,3,1,1,1,2017
1/4/17,203.1987647,204.2164742,203.1897634,204.0633698,78744400,4,2,1,1,2017
1/5/17,203.7842039,204.0633951,203.0727032,203.9012756,78379000,5,3,1,1,2017
1/6/17,204.0183516,205.117114,203.4509541,204.6307831,71559900,6,4,1,1,2017
1/9/17,204.360585,204.5046882,203.9192744,203.955307,46939700,9,0,2,1,2017
1/10/17,203.9733096,204.8469159,203.5500152,203.955307,63771900,10,1,2,1,2017
1/11/17,203.8652259,204.5316925,203.1717416,204.5316925,74650000,11,2,2,1,2017
1/12/17,203.9913234,204.2164794,202.6043686,204.0183411,72113200,12,3,2,1,2017
1/13/17,204.1984423,204.8018587,204.1624234,204.4866486,62717900,13,4,2,1,2017
1/17/17,203.8201485,204.2434427,203.3608354,203.7661133,61240800,17,1,3,1,2017
1/18/17,204.0273546,204.2615256,203.4509558,204.2164917,54793300,18,2,3,1,2017
1/19/17,204.2974887,204.4415918,203.0096033,203.4599152,66608800,19,3,3,1,2017
1/20/17,204.1714564,204.7208375,203.5140047,204.207489,129168600,20,4,3,1,2017
1/23/17,204.207465,204.2705015,202.8835468,203.6760864,75061600,23,0,4,1,2017
1/24/17,203.9012502,205.4143055,203.7841784,204.9820099,95555300,24,1,4,1,2017
1/25/17,205.9727191,206.7562714,205.8015983,206.7562714,84437700,25,2,4,1,2017
1/26/17,206.6031061,206.882311,206.2518634,206.5400696,59970700,26,3,4,1,2017
1/27/17,206.6211135,206.7742179,206.0266985,206.2158356,59711100,27,4,4,1,2017
1/30/17,205.495333,205.5223507,203.9102401,204.9369507,79737300,30,0,5,1,2017
1/31/17,204.4236299,204.9820261,203.8292285,204.9189758,75880800,31,1,5,1,2017
2/1/17,204.9189624,205.8736216,204.3875976,205.0000153,79117700,1,2,5,2,2017
2/2/17,204.9999842,205.4322936,204.2794962,205.1350861,69657600,2,3,5,2,2017
2/3/17,206.0807578,206.7382093,205.7565326,206.5490723,80563200,3,4,5,2,2017
2/6/17,206.1257896,206.5400826,205.8285821,206.1798248,57790100,6,0,6,2,2017
2/7/17,206.5851348,206.8373084,205.9907197,206.188858,57931200,7,1,6,2,2017
2/8/17,206.188825,206.594103,205.6214276,206.4590149,51566200,8,2,6,2,2017
2/9/17,206.4590346,207.9990938,206.4590346,207.6838837,65955200,9,3,6,2,2017
2/10/17,208.0441048,208.737589,207.7018633,208.503418,66015900,10,4,6,2,2017
2/13/17,209.016751,209.9083735,208.9897334,209.6381836,55182100,13,0,7,2,2017
2/14/17,209.4491041,210.4848299,209.08886,210.4758148,71109000,14,1,7,2,2017
2/15/17,210.2506666,211.7727233,210.1966314,211.574585,86785800,15,2,7,2,2017
2/16/17,211.6016099,211.790747,210.6109317,211.3944702,84722400,16,3,7,2,2017
2/17/17,210.7009353,211.7276459,210.682919,211.7276459,77204100,17,4,7,2,2017
2/21/17,212.1149192,213.1686474,212.1059042,212.9885254,88946100,21,1,8,2,2017
2/22/17,212.5652507,213.0335652,212.39413,212.799408,62115200,22,2,8,2,2017
2/23/17,213.3398192,213.3578218,212.150989,212.9435425,74615900,23,3,8,2,2017
2/24/17,212.0609626,213.2587806,212.0159286,213.2137604,82381600,24,4,8,2,2017
2/27/17,213.1236265,213.7270428,212.8624516,213.5469208,56515400,27,0,9,2,2017
2/28/17,213.150642,213.4028156,212.565242,212.97052,96961900,28,1,9,2,2017
3/1/17,214.6997173,216.4379284,214.6817009,215.9515839,149158200,1,2,9,3,2017
3/2/17,215.753489,215.762504,214.5376548,214.5916901,70246000,2,3,9,3,2017
3/3/17,214.5016049,214.8978816,214.1053281,214.7267609,81974300,3,4,9,3,2017
3/6/17,213.8981737,214.4565561,213.4568631,214.0873108,55391500,6,0,10,3,2017
3/7/17,213.7720706,214.1413296,213.2316908,213.4478455,65103700,7,1,10,3,2017
3/8/17,213.7540602,214.0242501,212.9074716,213.0515747,78168800,8,2,10,3,2017
3/9/17,213.177659,213.6640035,212.3130678,213.3217621,90683900,9,3,10,3,2017
3/10/17,214.3214637,214.3664977,213.0785984,214.0692902,81991700,10,4,10,3,2017
3/13/17,214.0062627,214.2224174,213.6640349,214.1773834,57256800,13,0,11,3,2017
3/14/17,213.6099922,213.6640412,212.7183833,213.3578186,59880800,14,1,11,3,2017
3/15/17,213.9522044,215.6453817,213.7090321,215.204071,96081800,15,2,11,3,2017
3/16/17,215.3481744,215.4292273,214.4385493,214.780777,78344000,16,3,11,3,2017
3/17/17,215.0549122,215.2539126,214.4036407,214.4036407,89002100,17,4,11,3,2017
3/20/17,214.4036178,214.7021183,213.7614006,214.1684418,52537000,20,0,12,3,2017
3/21/17,214.8015398,214.9281751,211.2828728,211.4185486,131809300,21,1,12,3,2017
3/22/17,211.4547653,212.2145771,210.803494,211.9160767,97569200,22,2,12,3,2017
3/23/17,211.9160769,212.8748891,211.300995,211.6899414,100410300,23,3,12,3,2017
3/24/17,212.0065901,212.6035775,210.722142,211.5362244,112504900,24,4,12,3,2017
3/27/17,209.7904137,211.5904571,209.5009674,211.3190918,87454500,27,0,13,3,2017
3/28/17,211.0024978,213.3000282,210.884903,212.8568115,93483900,28,1,13,3,2017
3/29/17,212.5583144,213.3000316,212.3231246,213.0558014,61950400,29,2,13,3,2017
3/30/17,212.9924899,213.9422617,212.8115843,213.7342072,56737900,30,3,13,3,2017
3/31/17,213.3814258,213.9331969,213.1824255,213.2367096,73733100,31,4,13,3,2017
4/3/17,213.2909652,213.499006,211.5813817,212.8658295,85546500,3,0,14,4,2017
4/4/17,212.5673496,213.0919856,212.169349,213.0015259,56466200,4,1,14,4,2017
4/5/17,213.707096,214.7292329,212.1512826,212.3683777,108800600,5,2,14,4,2017
4/6/17,212.5130916,213.5080794,212.0517663,212.9653625,69135800,6,3,14,4,2017
4/7/17,212.7030612,213.4719274,212.2417497,212.748291,74412300,7,4,14,4,2017
4/10/17,212.8929574,213.7070395,212.3230916,212.8748627,67615300,10,0,15,4,2017
4/11/17,212.4768978,212.7301684,211.0658146,212.6216278,88045300,11,1,15,4,2017
4/12/17,212.3321722,212.5311726,211.4547655,211.6899414,81864400,12,2,15,4,2017
4/13/17,211.3372157,212.106082,210.3150787,210.3150787,92880400,13,3,15,4,2017
4/17/17,210.8577988,212.1784363,210.649758,212.1784363,68405400,17,0,16,4,2017
4/18/17,211.409536,212.1060372,210.8306298,211.5452118,83225800,18,1,16,4,2017
4/19/17,212.1331875,212.5221339,210.9210908,211.1562805,68699900,19,2,16,4,2017
4/20/17,211.7984557,213.3361878,211.4637797,212.8748627,92572200,20,3,16,4,2017
4/21/17,212.7934731,212.8477434,211.7803906,212.1964722,110389800,21,4,16,4,2017
4/24/17,214.5392834,214.747338,212.1693875,214.5302429,119209900,24,0,17,4,2017
4/25/17,215.1995819,216.1402994,215.1091221,215.7784882,76698300,25,1,17,4,2017
4/26/17,215.7423377,216.6649745,215.5976215,215.6428375,84702500,26,2,17,4,2017
4/27/17,215.9774857,216.1402966,215.2628898,215.8237152,57410300,27,3,17,4,2017
4/28/17,216.0950956,216.1222308,215.2176887,215.3533783,63532800,28,4,17,4,2017
5/1/17,215.8960571,216.3392876,215.4618809,215.8960571,66882500,1,0,18,5,2017
5/2/17,216.0407888,216.1674241,215.5523422,215.977478,57375700,2,1,18,5,2017
5/3/17,215.9775044,216.0770045,215.0096378,215.7151794,73137700,3,2,18,5,2017
5/4/17,216.0317847,216.1131901,215.0820127,215.9684601,61462700,4,3,18,5,2017
5/5/17,216.3573837,216.8367898,215.8960584,216.8186951,62001300,5,4,18,5,2017
5/8/17,216.8639372,217.0177077,216.3393012,216.7825317,48385700,8,0,19,5,2017
5/9/17,217.053877,217.2619178,216.2216863,216.5835114,51363200,9,1,19,5,2017
5/10/17,216.5382969,216.9724731,216.3212018,216.9724731,54293800,10,2,19,5,2017
5/11/17,216.5021465,216.7011468,215.398604,216.5292816,62358300,11,3,19,5,2017
5/12/17,216.2669196,216.5744605,215.8870137,216.1674194,53912700,12,4,19,5,2017
5/15/17,216.6106787,217.4880855,216.592584,217.3614502,61918900,15,0,20,5,2017
5/16/17,217.6689711,217.6961062,216.7553887,217.1624298,51241800,16,1,20,5,2017
5/17/17,217.1624567,217.1624567,213.245788,213.3091125,172174100,17,2,20,5,2017
5/18/17,213.2277102,215.0548892,212.9563448,214.1684418,107047700,18,3,20,5,2017
5/19/17,214.6749845,216.2579332,214.6207141,215.5614319,115011400,19,4,20,5,2017
5/22/17,216.0950736,216.8277642,216.0227224,216.655899,61010600,22,0,21,5,2017
5/23/17,217.0448857,217.3072107,216.646885,217.1353455,48341700,23,1,21,5,2017
5/24/17,217.3795498,217.7504016,217.0267652,217.641861,46927700,24,2,21,5,2017
5/25/17,218.1755418,218.9715432,217.9584605,218.6820831,64071700,25,3,21,5,2017
5/26/17,218.4830718,218.8087075,218.4016663,218.6368561,46629900,26,4,21,5,2017
5/30/17,218.3021846,218.7092258,218.1393737,218.4469147,35201900,30,1,22,5,2017
5/31/17,218.7544352,218.7906246,217.6689875,218.3926239,91796000,31,2,22,5,2017
6/1/17,218.8720207,220.1474282,218.5735202,220.1293335,68962000,1,3,22,6,2017
6/2/17,220.1836235,221.0248548,219.8760825,220.86203,88666100,2,4,22,6,2017
6/5/17,220.6811393,220.9796399,220.4911794,220.699234,44698800,5,0,23,6,2017
6/6/17,220.1112639,220.6901703,219.9122636,219.9936829,50375400,6,1,23,6,2017
6/7/17,220.346456,220.6359023,219.6499547,220.4007263,54144300,7,2,23,6,2017
6/8/17,220.5001911,221.0067324,219.9574604,220.5092316,65950700,8,3,23,6,2017
6/9/17,220.7896731,221.6218501,218.8539536,220.1745911,132256400,9,4,23,6,2017
6/12/17,219.9212927,220.1836038,219.2428862,220.1293335,86108100,12,0,24,6,2017
6/13/17,220.6901235,221.2599893,220.3283123,221.205719,60067000,13,1,24,6,2017
6/14/17,221.4861351,221.4951755,220.0659976,220.9253235,78602300,14,2,24,6,2017
6/15/17,219.5142219,220.6268184,219.2247757,220.5001831,66464900,15,3,24,6,2017
6/16/17,220.6665692,220.7211042,219.6303632,220.5484009,84553100,16,4,24,6,2017
6/19/17,221.4118892,222.4480952,221.3119038,222.3844757,65123800,19,0,25,6,2017
6/20/17,222.0117962,222.0208807,220.8665203,220.8846893,56906400,20,1,25,6,2017
6/21/17,221.2936988,221.4118533,220.3392954,220.8301239,55977600,21,2,25,6,2017
6/22/17,220.8392779,221.357374,220.5484062,220.7301941,44148100,22,3,25,6,2017
6/23/17,220.7938036,221.3391672,220.393862,220.9937744,66986800,23,4,25,6,2017
6/26/17,221.6936373,222.1299448,220.9210356,221.1391754,56700500,26,0,26,6,2017
6/27/17,220.9119528,221.2210074,219.3394678,219.3576508,82247700,27,1,26,6,2017
6/28/17,220.4211002,221.5300239,220.175679,221.3209686,70042600,28,2,26,6,2017
6/29/17,221.4755187,221.5300537,218.112395,219.3758392,106949700,29,3,26,6,2017
6/30/17,220.2211294,220.6119864,219.584865,219.7848358,86820700,30,4,26,6,2017
7/3/17,220.7665286,221.2210052,220.1575317,220.1575317,39153800,3,0,27,7,2017
7/5/17,220.5393273,220.8847201,219.6939936,220.6665802,54427600,5,2,27,7,2017
7/6/17,219.8666448,219.9938977,218.4577649,218.6486511,65400800,6,3,27,7,2017
7/7/17,219.2485525,220.221125,218.6577247,220.0666046,57972300,7,4,27,7,2017
7/10/17,220.0666252,220.693805,219.7484861,220.302948,36663300,10,0,28,7,2017
